,index,name,Initialized,Started,Finished,Date Initialized,Date Started,Date Finished
0,0,Atlantic Shores Offshore Wind residual,61368,118962.31897941443,133087.64328499752,2030-05-01,2036-11-24 19:00:00,2038-07-06 08:00:00
1,1,Attentive Energy,52632,109665.70153052124,118962.31897941443,2029-05-02,2035-11-03 10:00:00,2036-11-24 19:00:00
2,2,Garden State Offshore Energy,52608,100488.83424578057,109665.70153052124,2029-05-01,2034-10-17 01:00:00,2035-11-03 10:00:00
3,3,CIP Massachusetts,87672,87672.0,103066.74715054242,2033-05-01,2033-05-01 00:00:00,2035-02-01 11:00:00
4,4,Atlantic Shores Offshore Wind Bight,52608,91617.85683299015,100488.83424578057,2029-05-01,2033-10-12 10:00:00,2034-10-17 01:00:00
5,5,OW Ocean Winds East,52608,83442.73280167006,91617.85683299015,2029-05-01,2032-11-05 19:00:00,2033-10-12 10:00:00
6,6,Mid-Atlantic Offshore Wind,52608,78530.51571380449,83442.73280167006,2029-05-01,2032-04-15 03:00:00,2032-11-05 19:00:00
7,7,Beacon Wind residual,52608,75623.34516044342,83341.81163962082,2029-05-01,2031-12-16 00:00:00,2032-11-01 14:00:00
8,8,Duke Energy Renewables Wind,61368,72736.45195199139,78802.82959839968,2030-05-01,2031-08-17 17:00:00,2032-04-26 11:00:00
9,9,Ocean Wind 2,35064,67831.44644224075,78530.51571380449,2027-05-01,2031-01-25 08:00:00,2032-04-15 03:00:00
10,10,Invenergy Wind Offshore,52608,67843.2834177357,76693.72417589372,2029-05-01,2031-01-25 20:00:00,2032-01-29 14:00:00
11,11,Mayflower Wind residual,43848,70335.02779887702,75623.34516044342,2028-05-01,2031-05-09 16:00:00,2031-12-16 00:00:00
12,12,TotalEnergies Renewables USA,61368,66394.0743055831,72736.45195199139,2030-05-01,2030-11-26 11:00:00,2031-08-17 17:00:00
13,13,Beacon Wind 1,35064,62417.44650025463,70335.02779887702,2027-05-01,2030-06-13 18:00:00,2031-05-09 16:00:00
14,14,Community Wind,52608,54989.94229855007,67843.2834177357,2029-05-01,2029-08-08 06:00:00,2031-01-25 20:00:00
15,15,Atlantic Shores Offshore Wind 1,26304,54136.66889360183,67831.44644224075,2026-05-01,2029-07-03 17:00:00,2031-01-25 08:00:00
16,16,Kitty Hawk residual,52608,52608.0,66394.0743055831,2029-05-01,2029-05-01 00:00:00,2030-11-26 11:00:00
17,17,Bay State Wind,43848,43848.0,62555.913131228575,2028-05-01,2028-05-01 00:00:00,2030-06-19 12:00:00
18,18,Sunrise Wind residual,35064,56717.214208579695,62417.44650025463,2027-05-01,2029-10-19 06:00:00,2030-06-13 18:00:00
19,19,Mayflower Wind 2,27048,54075.680527796496,56717.214208579695,2026-06-01,2029-07-01 04:00:00,2029-10-19 06:00:00
20,20,Skipjack 2,26304,45629.020927308695,54989.94229855007,2026-05-01,2028-07-14 06:00:00,2029-08-08 06:00:00
21,21,Empire Wind 2,26304,42390.53062030636,54136.66889360183,2026-05-01,2028-03-01 07:00:00,2029-07-03 17:00:00
22,22,Commonwealth Wind,26304,46180.5342291741,54075.680527796496,2026-05-01,2028-08-06 05:00:00,2029-07-01 04:00:00
23,23,Kitty Hawk 1,17544,38841.242648401734,47944.10993314241,2025-05-01,2027-10-05 10:00:00,2028-10-18 17:00:00
24,24,Park City Wind,18288,40944.0,46180.5342291741,2025-06-01,2028-01-01 00:00:00,2028-08-06 05:00:00
25,25,Momentum Wind,17544,35989.51846615961,45629.020927308695,2025-05-01,2027-06-08 14:00:00,2028-07-14 06:00:00
26,26,Empire Wind 1,17544,34940.20794136289,42390.53062030636,2025-05-01,2027-04-25 21:00:00,2028-03-01 07:00:00
27,27,Coastal Virginia Offshore Wind,8784,14664.0,38841.242648401734,2024-05-01,2025-01-01 00:00:00,2027-10-05 10:00:00
28,28,Skipjack 1,17544,34553.33149980058,35989.51846615961,2025-05-01,2027-04-09 18:00:00,2027-06-08 14:00:00
29,29,Ocean Wind 1,9528,23424.0,34940.20794136289,2024-06-01,2026-01-01 00:00:00,2027-04-25 21:00:00
30,30,Mayflower Wind 1,17544,29514.160829718705,34553.33149980058,2025-05-01,2026-09-11 19:00:00,2027-04-09 18:00:00
31,31,MarWin,9528,26471.093200364754,29514.160829718705,2024-06-01,2026-05-08 00:00:00,2026-09-11 19:00:00
32,32,Sunrise Wind 1,9528,16276.759649307956,26471.093200364754,2024-06-01,2025-03-09 05:00:00,2026-05-08 00:00:00
33,33,Revolution Wind,744,7745.693389666758,16276.759649307956,2023-06-01,2024-03-18 18:00:00,2025-03-09 05:00:00
34,34,South Fork,0,6193.696590984031,7745.693389666758,2023-05-01,2024-01-14 02:00:00,2024-03-18 18:00:00
35,35,Vineyard Wind 1,0,0.0,6193.696590984031,2023-05-01,2023-05-01 00:00:00,2024-01-14 02:00:00
