,index,name,Initialized,Started,Finished,Date Initialized,Date Started,Date Finished
0,0,Atlantic Shores Offshore Wind residual,61368,113008.90904318578,127238.73334876887,2030-05-01,2036-03-21 17:00:00,2037-11-04 15:00:00
1,1,CIP Massachusetts,87672,107887.54058985997,123181.5377404024,2033-05-01,2035-08-21 08:00:00,2037-05-19 14:00:00
2,2,Duke Energy Renewables Wind,61368,113868.07574660833,120111.70339301662,2030-05-01,2036-04-26 13:00:00,2037-01-11 16:00:00
3,3,TotalEnergies Renewables USA,61368,107681.94810020004,113868.07574660833,2030-05-01,2035-08-12 18:00:00,2036-04-26 13:00:00
4,4,Attentive Energy,52632,103703.04159429258,113008.90904318578,2029-05-02,2035-02-28 00:00:00,2036-03-21 17:00:00
5,5,OW Ocean Winds East,61368,102153.86690753327,107887.54058985997,2030-05-01,2034-12-25 10:00:00,2035-08-21 08:00:00
6,6,Invenergy Wind Offshore,52608,98866.75734204202,107681.94810020004,2029-05-01,2034-08-10 11:00:00,2035-08-12 18:00:00
7,7,Garden State Offshore Energy,52608,94260.42430955189,103703.04159429258,2029-05-01,2034-01-30 13:00:00,2035-02-28 00:00:00
8,8,Kitty Hawk residual,52608,88100.79260195018,102153.86690753327,2029-05-01,2033-05-18 21:00:00,2034-12-25 10:00:00
9,9,Community Wind,52608,85379.1662228564,98866.75734204202,2029-05-01,2033-01-25 12:00:00,2034-08-10 11:00:00
10,10,Atlantic Shores Offshore Wind Bight,52608,85649.44689676145,94260.42430955189,2029-05-01,2033-02-05 18:00:00,2034-01-30 13:00:00
11,11,Beacon Wind 1,52608,80301.12630332778,88100.79260195018,2029-05-01,2032-06-27 22:00:00,2033-05-18 21:00:00
12,12,Bay State Wind,43848,66812.78376553288,85649.44689676145,2028-05-01,2030-12-13 21:00:00,2033-02-05 18:00:00
13,13,Mid-Atlantic Offshore Wind,52608,80750.94913499082,85379.1662228564,2029-05-01,2032-07-16 15:00:00,2033-01-25 12:00:00
14,14,Beacon Wind residual,52608,73059.58116970176,80750.94913499082,2029-05-01,2031-08-31 04:00:00,2032-07-16 15:00:00
15,15,Empire Wind 2,43848,72296.21883334672,80301.12630332778,2028-05-01,2031-07-30 09:00:00,2032-06-27 22:00:00
16,16,Ocean Wind 2,35064,62281.01189813802,73059.58116970176,2027-05-01,2030-06-08 02:00:00,2031-08-31 04:00:00
17,17,Mayflower Wind residual,43848,66838.84147178034,72296.21883334672,2028-05-01,2030-12-14 23:00:00,2031-07-30 09:00:00
18,18,Empire Wind 1,35064,61538.18204734851,66838.84147178034,2027-05-01,2030-05-08 03:00:00,2030-12-14 23:00:00
19,19,Skipjack 2,27768,57527.86239429149,66812.78376553288,2026-07-01,2029-11-22 00:00:00,2030-12-13 21:00:00
20,20,Atlantic Shores Offshore Wind 1,26304,48366.7343494991,62281.01189813802,2026-05-01,2028-11-05 07:00:00,2030-06-08 02:00:00
21,21,Sunrise Wind residual,35064,55964.754665396074,61538.18204734851,2027-05-01,2029-09-17 21:00:00,2030-05-08 03:00:00
22,22,Momentum Wind,26304,47944.10993314241,57527.86239429149,2026-05-01,2028-10-18 17:00:00,2029-11-22 00:00:00
23,23,Mayflower Wind 2,27048,53196.595984612875,55964.754665396074,2026-06-01,2029-05-25 13:00:00,2029-09-17 21:00:00
24,24,Commonwealth Wind,26304,45336.25459571298,53196.595984612875,2026-05-01,2028-07-02 01:00:00,2029-05-25 13:00:00
25,25,Ocean Wind 1,18288,37130.52640813622,48366.7343494991,2025-06-01,2027-07-26 03:00:00,2028-11-05 07:00:00
26,26,Kitty Hawk 1,17544,38841.242648401734,47944.10993314241,2025-05-01,2027-10-05 10:00:00,2028-10-18 17:00:00
27,27,Skipjack 1,19008,43850.06762935395,45336.25459571298,2025-07-01,2028-05-01 03:00:00,2028-07-02 01:00:00
28,28,MarWin,18288,40944.0,43850.06762935395,2025-06-01,2028-01-01 00:00:00,2028-05-01 03:00:00
29,29,Coastal Virginia Offshore Wind,8784,14664.0,38841.242648401734,2024-05-01,2025-01-01 00:00:00,2027-10-05 10:00:00
30,30,Park City Wind,18288,31749.992178962115,37130.52640813622,2025-06-01,2026-12-13 22:00:00,2027-07-26 03:00:00
31,31,Mayflower Wind 1,17544,26471.093200364754,31749.992178962115,2025-05-01,2026-05-08 00:00:00,2026-12-13 22:00:00
32,32,Sunrise Wind 1,9528,16276.759649307956,26471.093200364754,2024-06-01,2025-03-09 05:00:00,2026-05-08 00:00:00
33,33,Revolution Wind,744,7745.693389666758,16276.759649307956,2023-06-01,2024-03-18 18:00:00,2025-03-09 05:00:00
34,34,South Fork,0,6193.696590984031,7745.693389666758,2023-05-01,2024-01-14 02:00:00,2024-03-18 18:00:00
35,35,Vineyard Wind 1,0,0.0,6193.696590984031,2023-05-01,2023-05-01 00:00:00,2024-01-14 02:00:00
